customer_id,first_name,last_name,email,phone,gender,date_of_birth,city,state,country,customer_segment,signup_date,created_date,updated_date
2685,Monika,Mishra,monika.mishra5125@outlook.com,7161710274,Female,2000-09-09,Udaipur,Rajasthan,India,Gold,2024-10-27,2024-10-27,2024-10-27
2686,Ramesh,Joshi,ramesh.joshi1389@outlook.com,6441626549,Male,1988-05-24,Coimbatore,Tamil Nadu,India,Bronze,2023-06-27,2023-06-27,2023-06-27
2687,Deepak,Mishra,deepak.mishra1868@yahoo.com,8296166691,Male,1969-03-04,Cuttack,Odisha,India,Bronze,2025-08-04,2025-08-04,2025-08-04
2688,Lakshmi,Pandey,lakshmi.pandey5827@outlook.com,7927697182,Female,1997-10-30,Jaipur,Rajasthan,India,Platinum,2025-01-06,2025-01-06,2025-01-06
2689,Sana,Mishra,sana.mishra2885@yahoo.com,8719985826,Female,1979-12-25,Karimnagar,Telangana,India,Gold,2023-03-23,2023-03-23,2023-03-23
2690,Arnav,Agarwal,arnav.agarwal1023@outlook.com,8670666356,Male,1964-11-17,Warangal,Telangana,India,Platinum,2026-01-04,2026-01-04,2026-01-04
2691,Sowmya,Pillai,sowmya.pillai7122@gmail.com,9987769454,Female,1993-09-17,Surat,Gujarat,India,Gold,2023-05-28,2023-05-28,2023-05-28
2692,Ritu,Shetty,ritu.shetty6436@hotmail.com,8428184612,Female,2004-01-19,Coimbatore,Tamil Nadu,India,Bronze,2025-04-15,2025-04-15,2025-04-15
2693,Ravindra,Mehta,ravindra.mehta5699@yahoo.com,6953441183,Male,1968-03-11,Mumbai,Maharashtra,India,Gold,2025-05-24,2025-05-24,2025-05-24
2694,Indu,Pandey,indu.pandey8204@outlook.com,9307223239,Female,1971-07-22,Hyderabad,Telangana,India,Silver,2023-07-03,2023-07-03,2023-07-03
2695,Jagadeesh,Joshi,jagadeesh.joshi5529@outlook.com,7982807403,Male,2003-12-08,Kolkata,West Bengal,India,Gold,2023-12-23,2023-12-23,2023-12-23
2696,Naveen,Reddy,naveen.reddy6071@hotmail.com,8217661925,Male,1999-09-20,Pune,Maharashtra,India,Platinum,2022-06-29,2022-06-29,2022-06-29
2697,Ranjith,Gupta,ranjith.gupta6657@outlook.com,7046113665,Male,2007-12-25,Udaipur,Rajasthan,India,Platinum,2023-08-24,2023-08-24,2023-08-24
2698,Vivek,Kapoor,vivek.kapoor4075@yahoo.com,7024020936,Male,1973-04-29,Bhopal,Madhya Pradesh,India,Gold,2025-08-27,2025-08-27,2025-08-27
2699,Harsha,Kapoor,harsha.kapoor7809@hotmail.com,8579986305,Male,1971-08-14,Hyderabad,Telangana,India,Bronze,2023-04-22,2023-04-22,2023-04-22
2700,Ananya,Verma,ananya.verma5018@yahoo.com,9577412838,Female,1964-04-12,Madurai,Tamil Nadu,India,Platinum,2024-10-21,2024-10-21,2024-10-21
2701,Rashmi,Joshi,rashmi.joshi9669@outlook.com,7411294500,Female,1999-05-15,Coimbatore,Tamil Nadu,India,Platinum,2025-02-22,2025-02-22,2025-02-22
2702,Sangeetha,Verma,sangeetha.verma4603@hotmail.com,6272066072,Female,1985-07-15,Mumbai,Maharashtra,India,Bronze,2023-12-13,2023-12-13,2023-12-13
2703,Uday,Choudhary,uday.choudhary6468@gmail.com,6066929312,Male,1983-09-07,Salem,Tamil Nadu,India,Gold,2024-07-04,2024-07-04,2024-07-04
2704,Navya,Pillai,navya.pillai3481@yahoo.com,6917882285,Female,1984-12-29,Bhopal,Madhya Pradesh,India,Gold,2022-11-14,2022-11-14,2022-11-14
2705,Ravindra,Verma,ravindra.verma9664@gmail.com,8061015949,Male,1969-07-23,Hyderabad,Telangana,India,Platinum,2024-04-22,2024-04-22,2024-04-22
2706,Priya,Choudhary,priya.choudhary7790@gmail.com,9478470711,Female,1962-11-16,Ahmedabad,Gujarat,India,Silver,2025-09-02,2025-09-02,2025-09-02
2707,Suresh,Mehta,suresh.mehta6813@gmail.com,7170799340,Male,1962-04-27,Pune,Maharashtra,India,Silver,2025-03-07,2025-03-07,2025-03-07
2708,Srinivas,Bhat,srinivas.bhat1218@hotmail.com,8545398383,Male,1984-01-08,Udaipur,Rajasthan,India,Silver,2022-10-26,2022-10-26,2022-10-26
2709,Yamini,Sharma,yamini.sharma8665@yahoo.com,7523375804,Female,1985-07-09,Lucknow,Uttar Pradesh,India,Silver,2023-02-09,2023-02-09,2023-02-09
2710,Komal,Das,komal.das6153@outlook.com,8462943064,Female,1978-11-02,Aurangabad,Maharashtra,India,Gold,2023-12-23,2023-12-23,2023-12-23
2711,Kunal,Sharma,kunal.sharma2137@hotmail.com,7940081690,Male,2007-11-01,Aurangabad,Maharashtra,India,Platinum,2025-04-14,2025-04-14,2025-04-14
2712,Rehan,Rao,rehan.rao5368@gmail.com,9162222885,Male,1980-02-07,Nagpur,Maharashtra,India,Silver,2023-11-18,2023-11-18,2023-11-18
2713,Monika,Gupta,monika.gupta1435@hotmail.com,7917707607,Female,1981-10-26,Jaipur,Rajasthan,India,Silver,2023-08-09,2023-08-09,2023-08-09
2714,Harika,Agarwal,harika.agarwal1376@hotmail.com,8849136364,Female,1994-12-09,Surat,Gujarat,India,Platinum,2023-02-25,2023-02-25,2023-02-25
2715,Shiva,Patel,shiva.patel2481@yahoo.com,8464335059,Male,1983-06-16,Bangalore,Karnataka,India,Bronze,2025-06-15,2025-06-15,2025-06-15
2716,Vikram,Bhat,vikram.bhat2414@yahoo.com,8989145149,Male,1963-03-10,Madurai,Tamil Nadu,India,Bronze,2023-03-21,2023-03-21,2023-03-21
2717,Bindu,Yadav,bindu.yadav3953@gmail.com,8752704382,Female,2002-11-10,Ranchi,Jharkhand,India,Platinum,2024-05-17,2024-05-17,2024-05-17
2718,Pavan,Mehta,pavan.mehta1209@gmail.com,7963621821,Male,1997-06-08,Pune,Maharashtra,India,Platinum,2024-10-19,2024-10-19,2024-10-19
2719,Bhanu,Das,bhanu.das908@gmail.com,7489573310,Male,2006-04-20,Agra,Uttar Pradesh,India,Bronze,2023-04-19,2023-04-19,2023-04-19
2720,Bindu,Iyer,bindu.iyer4191@yahoo.com,6781707189,Female,1966-09-02,Hubli,Karnataka,India,Bronze,2026-03-06,2026-03-06,2026-03-06
2721,Khushi,Mehta,khushi.mehta5959@gmail.com,7284066095,Female,1959-06-11,Jaipur,Rajasthan,India,Silver,2024-01-28,2024-01-28,2024-01-28
2722,Ashwin,Das,ashwin.das4669@hotmail.com,6718605116,Male,2001-01-07,Ranchi,Jharkhand,India,Silver,2025-05-28,2025-05-28,2025-05-28
2723,Yash,Pillai,yash.pillai4618@gmail.com,7565433386,Male,1991-05-07,Ahmedabad,Gujarat,India,Silver,2023-12-21,2023-12-21,2023-12-21
2724,Manasa,Patel,manasa.patel5644@yahoo.com,6100195900,Female,1982-12-04,Salem,Tamil Nadu,India,Platinum,2024-10-05,2024-10-05,2024-10-05
2725,Diya,Jain,diya.jain2357@outlook.com,9306093119,Female,1991-09-24,Patna,Bihar,India,Gold,2024-01-02,2024-01-02,2024-01-02
2726,Sushmita,Nair,sushmita.nair4257@gmail.com,6410307717,Female,1985-02-05,Salem,Tamil Nadu,India,Bronze,2025-08-19,2025-08-19,2025-08-19
2727,Rakesh,Reddy,rakesh.reddy2713@outlook.com,9390518546,Male,1966-05-20,Jaipur,Rajasthan,India,Platinum,2024-05-29,2024-05-29,2024-05-29
2728,Madhav,Kapoor,madhav.kapoor4734@gmail.com,6263734567,Male,1969-03-29,Nashik,Maharashtra,India,Bronze,2022-10-07,2022-10-07,2022-10-07
2729,Mohan,Das,mohan.das443@gmail.com,9971145653,Male,1999-04-16,Coimbatore,Tamil Nadu,India,Silver,2022-08-13,2022-08-13,2022-08-13
2730,Sangeetha,Das,sangeetha.das5472@gmail.com,9176734474,Female,1991-03-21,Bangalore,Karnataka,India,Gold,2024-09-21,2024-09-21,2024-09-21
2731,Vikram,Das,vikram.das3934@gmail.com,8240619997,Male,1975-05-19,Surat,Gujarat,India,Silver,2024-06-04,2024-06-04,2024-06-04
2732,Sarika,Bhat,sarika.bhat9326@yahoo.com,9557816965,Female,1996-09-30,Warangal,Telangana,India,Platinum,2022-08-27,2022-08-27,2022-08-27
2733,Keerthana,Kapoor,keerthana.kapoor4667@outlook.com,6625468623,Female,1999-06-06,Kochi,Kerala,India,Bronze,2025-07-03,2025-07-03,2025-07-03
2734,Rajesh,Gupta,rajesh.gupta8028@outlook.com,6899915235,Male,1960-07-25,Mangalore,Karnataka,India,Silver,2026-06-09,2026-06-09,2026-06-09
2735,Pallavi,Iyer,pallavi.iyer3847@gmail.com,6200747839,Female,1972-04-13,Howrah,West Bengal,India,Platinum,2025-12-25,2025-12-25,2025-12-25
2736,Madhuri,Patel,madhuri.patel6794@outlook.com,6761905919,Female,1960-07-24,Lucknow,Uttar Pradesh,India,Bronze,2024-03-06,2024-03-06,2024-03-06
2737,Zubair,Agarwal,zubair.agarwal8319@outlook.com,8919839963,Male,2002-07-27,New Delhi,Delhi,India,Bronze,2025-08-02,2025-08-02,2025-08-02
2738,Sneha,Chatterjee,sneha.chatterjee6100@yahoo.com,6479631150,Female,1987-11-23,New Delhi,Delhi,India,Platinum,2023-05-04,2023-05-04,2023-05-04
2739,Nikhil,Patel,nikhil.patel6060@hotmail.com,7392834763,Male,2003-01-11,Lucknow,Uttar Pradesh,India,Bronze,2026-03-30,2026-03-30,2026-03-30
2740,Indu,Chatterjee,indu.chatterjee1783@hotmail.com,9312144173,Female,1999-06-19,Kochi,Kerala,India,Gold,2025-03-26,2025-03-26,2025-03-26
2741,Sana,Choudhary,sana.choudhary2578@gmail.com,9519338990,Female,1966-02-23,Bangalore,Karnataka,India,Bronze,2025-08-21,2025-08-21,2025-08-21
2742,Sandeep,Das,sandeep.das2293@gmail.com,6045603332,Male,2007-05-12,Kochi,Kerala,India,Bronze,2024-07-11,2024-07-11,2024-07-11
2743,Ankit,Jain,ankit.jain4812@outlook.com,6410374115,Male,2002-05-24,Howrah,West Bengal,India,Silver,2025-03-19,2025-03-19,2025-03-19
2744,Divya,Pandey,divya.pandey1040@yahoo.com,6948974065,Female,1968-09-25,Madurai,Tamil Nadu,India,Platinum,2023-10-14,2023-10-14,2023-10-14
2745,Yash,Jain,yash.jain297@yahoo.com,7840111184,Male,1964-01-12,Bhubaneswar,Odisha,India,Silver,2024-05-08,2024-05-08,2024-05-08
2746,Nikhil,Iyer,nikhil.iyer3691@outlook.com,7037758901,Male,1979-05-10,Howrah,West Bengal,India,Platinum,2023-07-12,2023-07-12,2023-07-12
2747,Zubair,Bhat,zubair.bhat5403@yahoo.com,8061266500,Male,1964-12-22,Surat,Gujarat,India,Silver,2026-01-30,2026-01-30,2026-01-30
2748,Sana,Joshi,sana.joshi2586@outlook.com,7495537595,Female,1966-02-01,Udaipur,Rajasthan,India,Bronze,2024-12-11,2024-12-11,2024-12-11
2749,Kunal,Sharma,kunal.sharma3455@gmail.com,7407791115,Male,1999-02-17,Bhopal,Madhya Pradesh,India,Silver,2026-04-24,2026-04-24,2026-04-24
2750,Vijay,Gupta,vijay.gupta3738@hotmail.com,6502093927,Male,1998-03-04,Visakhapatnam,Andhra Pradesh,India,Bronze,2025-02-27,2025-02-27,2025-02-27
2751,Bhavya,Pillai,bhavya.pillai6001@outlook.com,9957457446,Female,2007-08-11,New Delhi,Delhi,India,Platinum,2023-09-13,2023-09-13,2023-09-13
2752,Nandini,Jain,nandini.jain4799@outlook.com,7340707335,Female,1986-09-27,Madurai,Tamil Nadu,India,Platinum,2025-01-29,2025-01-29,2025-01-29
2753,Sravani,Joshi,sravani.joshi5643@hotmail.com,6000899645,Female,1985-08-22,Nashik,Maharashtra,India,Gold,2024-02-28,2024-02-28,2024-02-28
2754,Nazia,Gupta,nazia.gupta2041@gmail.com,8365981983,Female,1962-12-15,Bhubaneswar,Odisha,India,Bronze,2025-01-08,2025-01-08,2025-01-08
2755,Ajay,Iyer,ajay.iyer4380@outlook.com,9903342377,Male,2002-10-26,Kochi,Kerala,India,Bronze,2024-07-22,2024-07-22,2024-07-22
2756,Vinay,Das,vinay.das3645@yahoo.com,7483188627,Male,2007-06-28,Lucknow,Uttar Pradesh,India,Silver,2023-03-03,2023-03-03,2023-03-03
2757,Kunal,Kulkarni,kunal.kulkarni5104@hotmail.com,7142052111,Male,1998-05-13,Howrah,West Bengal,India,Silver,2023-02-25,2023-02-25,2023-02-25
2758,Tejas,Kulkarni,tejas.kulkarni7867@yahoo.com,8629841465,Male,1976-03-01,Thiruvananthapuram,Kerala,India,Platinum,2025-05-03,2025-05-03,2025-05-03
2759,Amrutha,Bhat,amrutha.bhat4179@gmail.com,9728649779,Female,1973-06-21,Ranchi,Jharkhand,India,Platinum,2024-11-15,2024-11-15,2024-11-15
2760,Madhav,Sharma,madhav.sharma6279@hotmail.com,6184525919,Male,1959-05-29,Madurai,Tamil Nadu,India,Gold,2025-07-05,2025-07-05,2025-07-05
2761,Diya,Pandey,diya.pandey1015@outlook.com,8386818949,Female,1969-08-21,Mumbai,Maharashtra,India,Silver,2022-09-09,2022-09-09,2022-09-09
2762,Krishna,Agarwal,krishna.agarwal7845@yahoo.com,6616649248,Male,1987-09-25,Patna,Bihar,India,Gold,2023-04-16,2023-04-16,2023-04-16
2763,Jyothi,Shetty,jyothi.shetty8139@gmail.com,7023953643,Female,1967-04-21,Madurai,Tamil Nadu,India,Silver,2026-04-21,2026-04-21,2026-04-21
2764,Mounika,Jain,mounika.jain9567@outlook.com,6796431266,Female,1971-10-17,Bhopal,Madhya Pradesh,India,Bronze,2025-06-02,2025-06-02,2025-06-02
2765,Pavithra,Yadav,pavithra.yadav5113@outlook.com,9520500273,Female,1959-02-20,Udaipur,Rajasthan,India,Gold,2023-08-03,2023-08-03,2023-08-03
2766,Imran,Jain,imran.jain9457@outlook.com,7410695017,Male,1980-01-12,Aurangabad,Maharashtra,India,Platinum,2023-08-11,2023-08-11,2023-08-11
2767,Chandana,Kulkarni,chandana.kulkarni4713@outlook.com,7626287859,Female,2006-04-29,Vijayawada,Andhra Pradesh,India,Gold,2024-08-11,2024-08-11,2024-08-11
2768,Archana,Shetty,archana.shetty9073@yahoo.com,6188387217,Female,1960-12-29,Jaipur,Rajasthan,India,Silver,2024-08-06,2024-08-06,2024-08-06
2769,Ayesha,Kulkarni,ayesha.kulkarni7450@gmail.com,9421494393,Female,1998-04-08,Bhubaneswar,Odisha,India,Bronze,2023-02-16,2023-02-16,2023-02-16
2770,Bindu,Singh,bindu.singh3328@gmail.com,6120379160,Female,1991-06-30,Nagpur,Maharashtra,India,Bronze,2024-03-01,2024-03-01,2024-03-01
2771,Mounika,Chatterjee,mounika.chatterjee3376@yahoo.com,9691075559,Female,1981-01-31,Agra,Uttar Pradesh,India,Bronze,2023-10-15,2023-10-15,2023-10-15
2772,Ishita,Shetty,ishita.shetty5055@gmail.com,7107315475,Female,1983-10-04,Jaipur,Rajasthan,India,Platinum,2023-09-04,2023-09-04,2023-09-04
2773,Karthik,Singh,karthik.singh1253@yahoo.com,6245631827,Male,1982-06-26,Vijayawada,Andhra Pradesh,India,Platinum,2024-09-04,2024-09-04,2024-09-04
2774,Gokul,Singh,gokul.singh2251@yahoo.com,6298258099,Male,1996-10-15,Mumbai,Maharashtra,India,Bronze,2024-03-09,2024-03-09,2024-03-09
2775,Komal,Iyer,komal.iyer6690@gmail.com,6597287383,Female,2004-11-17,Vijayawada,Andhra Pradesh,India,Bronze,2024-06-06,2024-06-06,2024-06-06
2776,Krishna,Jain,krishna.jain6684@gmail.com,8687102624,Male,1976-08-15,Hubli,Karnataka,India,Bronze,2026-05-27,2026-05-27,2026-05-27
2777,Jyothi,Verma,jyothi.verma6645@gmail.com,9110373674,Female,1994-03-29,Patna,Bihar,India,Gold,2025-12-16,2025-12-16,2025-12-16
2778,Farah,Sharma,farah.sharma8932@outlook.com,7659376149,Female,1969-10-08,Bhubaneswar,Odisha,India,Platinum,2023-08-29,2023-08-29,2023-08-29
2779,Ganesh,Rao,ganesh.rao2901@outlook.com,6625979918,Male,1959-05-03,Ranchi,Jharkhand,India,Gold,2024-02-17,2024-02-17,2024-02-17
2780,Nandini,Rao,nandini.rao1067@outlook.com,8610374360,Female,2001-08-08,Madurai,Tamil Nadu,India,Gold,2024-10-04,2024-10-04,2024-10-04
2781,Chandana,Chatterjee,chandana.chatterjee6935@hotmail.com,9316432981,Female,1958-02-08,Surat,Gujarat,India,Bronze,2025-05-31,2025-05-31,2025-05-31
2782,Pradeep,Pillai,pradeep.pillai8831@yahoo.com,8353527804,Male,1982-02-07,Mumbai,Maharashtra,India,Bronze,2025-05-19,2025-05-19,2025-05-19
2783,Padma,Kulkarni,padma.kulkarni6222@yahoo.com,7130549249,Female,1989-09-28,Bhopal,Madhya Pradesh,India,Gold,2022-08-13,2022-08-13,2022-08-13
2784,Ritik,Das,ritik.das1323@yahoo.com,7154842331,Male,1977-11-03,Chennai,Tamil Nadu,India,Gold,2025-03-19,2025-03-19,2025-03-19
2785,Ritika,Das,ritika.das8777@yahoo.com,7337611921,Female,1986-05-16,Vadodara,Gujarat,India,Gold,2024-11-18,2024-11-18,2024-11-18
2786,Murali,Joshi,murali.joshi2552@hotmail.com,7708056346,Male,1977-01-02,Mangalore,Karnataka,India,Gold,2024-11-02,2024-11-02,2024-11-02
2787,Santosh,Gupta,santosh.gupta4337@hotmail.com,9232764590,Male,1959-12-19,Hubli,Karnataka,India,Platinum,2023-08-11,2023-08-11,2023-08-11
2788,Hina,Nair,hina.nair4240@hotmail.com,7859798938,Female,1989-08-03,Salem,Tamil Nadu,India,Bronze,2025-08-23,2025-08-23,2025-08-23
2789,Sneha,Pandey,sneha.pandey6254@gmail.com,7589668694,Female,1994-04-19,Salem,Tamil Nadu,India,Bronze,2022-06-25,2022-06-25,2022-06-25
2790,Rehan,Reddy,rehan.reddy5507@gmail.com,9360378966,Male,1995-01-22,Vadodara,Gujarat,India,Silver,2023-03-17,2023-03-17,2023-03-17
2791,Ajay,Pandey,ajay.pandey2571@hotmail.com,6483579951,Male,1989-06-11,Bhubaneswar,Odisha,India,Platinum,2024-07-23,2024-07-23,2024-07-23
2792,Lakshmi,Kapoor,lakshmi.kapoor9182@hotmail.com,9328385052,Female,1985-08-05,Aurangabad,Maharashtra,India,Silver,2024-04-13,2024-04-13,2024-04-13
2793,Arjun,Jain,arjun.jain5674@gmail.com,8909927482,Male,1980-01-02,Mangalore,Karnataka,India,Platinum,2024-01-24,2024-01-24,2024-01-24
2794,Rashmi,Mishra,rashmi.mishra727@gmail.com,7104002025,Female,1980-07-17,Delhi,Delhi,India,Bronze,2024-04-09,2024-04-09,2024-04-09
2795,Rishi,Kumar,rishi.kumar3190@hotmail.com,7849746352,Male,1986-01-26,Jaipur,Rajasthan,India,Silver,2025-01-29,2025-01-29,2025-01-29
2796,Aditi,Chatterjee,aditi.chatterjee7138@gmail.com,9347743099,Female,1992-09-26,Surat,Gujarat,India,Bronze,2022-08-10,2022-08-10,2022-08-10
2797,Zara,Choudhary,zara.choudhary7096@yahoo.com,8420894893,Female,1997-11-10,Mangalore,Karnataka,India,Gold,2023-04-21,2023-04-21,2023-04-21
2798,Sravani,Yadav,sravani.yadav4971@outlook.com,7800013160,Female,2003-07-24,Thiruvananthapuram,Kerala,India,Silver,2025-07-11,2025-07-11,2025-07-11
2799,Nazia,Chatterjee,nazia.chatterjee8866@yahoo.com,9107935410,Female,2002-04-19,Surat,Gujarat,India,Platinum,2023-11-22,2023-11-22,2023-11-22
2800,Siddharth,Mishra,siddharth.mishra8462@gmail.com,9751819872,Male,1982-12-28,Howrah,West Bengal,India,Gold,2026-01-25,2026-01-25,2026-01-25
2801,Rishi,Shetty,rishi.shetty3579@gmail.com,6405979215,Male,1977-05-13,Ahmedabad,Gujarat,India,Platinum,2025-12-23,2025-12-23,2025-12-23
2802,Latha,Jain,latha.jain9400@yahoo.com,7848097948,Female,1994-04-22,Udaipur,Rajasthan,India,Gold,2024-11-30,2024-11-30,2024-11-30
2803,Suresh,Nair,suresh.nair8754@outlook.com,7101058699,Male,1986-12-17,Hubli,Karnataka,India,Silver,2023-07-22,2023-07-22,2023-07-22
2804,Sowmya,Chatterjee,sowmya.chatterjee8460@gmail.com,8288912673,Female,1988-11-10,Madurai,Tamil Nadu,India,Gold,2023-01-04,2023-01-04,2023-01-04
2805,Geetha,Gupta,geetha.gupta7129@gmail.com,6179275698,Female,2005-06-09,Aurangabad,Maharashtra,India,Gold,2024-01-10,2024-01-10,2024-01-10
2806,Sarika,Jain,sarika.jain7771@hotmail.com,6302328931,Female,1971-03-04,Hyderabad,Telangana,India,Platinum,2024-12-23,2024-12-23,2024-12-23
2807,Sai,Pandey,sai.pandey3914@yahoo.com,9634033175,Male,1992-12-21,Vijayawada,Andhra Pradesh,India,Platinum,2025-04-03,2025-04-03,2025-04-03
2808,Shruti,Singh,shruti.singh1548@outlook.com,7219045880,Female,1972-12-06,Bangalore,Karnataka,India,Silver,2024-03-13,2024-03-13,2024-03-13
2809,Krishna,Verma,krishna.verma9810@hotmail.com,6077989647,Male,1985-10-05,Lucknow,Uttar Pradesh,India,Silver,2025-01-18,2025-01-18,2025-01-18
2810,Kavya,Choudhary,kavya.choudhary1576@gmail.com,8897630156,Female,1966-12-04,Jaipur,Rajasthan,India,Silver,2022-09-30,2022-09-30,2022-09-30
2811,Diya,Shetty,diya.shetty9795@yahoo.com,9995757457,Female,1989-01-18,Karimnagar,Telangana,India,Silver,2023-08-09,2023-08-09,2023-08-09
2812,Rakesh,Pandey,rakesh.pandey2490@gmail.com,7740506308,Male,2008-03-11,Pune,Maharashtra,India,Gold,2026-01-11,2026-01-11,2026-01-11
2813,Rohit,Verma,rohit.verma9800@gmail.com,7393527788,Male,1976-07-07,Indore,Madhya Pradesh,India,Silver,2023-06-13,2023-06-13,2023-06-13
2814,Shreyas,Patel,shreyas.patel5852@hotmail.com,9655530261,Male,2008-05-26,Hubli,Karnataka,India,Silver,2025-10-27,2025-10-27,2025-10-27
2815,Sneha,Mehta,sneha.mehta4089@yahoo.com,6526680983,Female,1984-11-21,Hubli,Karnataka,India,Bronze,2023-05-21,2023-05-21,2023-05-21
2816,Madhav,Pandey,madhav.pandey1169@gmail.com,7036166458,Male,1990-10-01,Bangalore,Karnataka,India,Platinum,2024-09-11,2024-09-11,2024-09-11
2817,Aditi,Sharma,aditi.sharma8593@yahoo.com,7150656853,Female,1961-06-08,Hubli,Karnataka,India,Bronze,2022-08-21,2022-08-21,2022-08-21
2818,Shreyas,Gupta,shreyas.gupta4186@outlook.com,9537355974,Male,1977-08-26,Lucknow,Uttar Pradesh,India,Bronze,2025-01-08,2025-01-08,2025-01-08
2819,Bindu,Sharma,bindu.sharma3970@hotmail.com,6808615190,Female,1970-04-16,Mangalore,Karnataka,India,Gold,2025-09-15,2025-09-15,2025-09-15
2820,Bhavya,Yadav,bhavya.yadav7087@hotmail.com,8087954079,Female,1976-06-24,Coimbatore,Tamil Nadu,India,Silver,2022-12-19,2022-12-19,2022-12-19
2821,Deepika,Joshi,deepika.joshi4944@gmail.com,8434394622,Female,1967-03-17,Mumbai,Maharashtra,India,Platinum,2024-03-26,2024-03-26,2024-03-26
2822,Niharika,Pillai,niharika.pillai5594@yahoo.com,6239457779,Female,1960-07-27,Kolkata,West Bengal,India,Silver,2024-02-21,2024-02-21,2024-02-21
2823,Gokul,Singh,gokul.singh731@outlook.com,7387056953,Male,1970-09-13,Ranchi,Jharkhand,India,Gold,2022-11-23,2022-11-23,2022-11-23
2824,Navya,Mishra,navya.mishra8654@yahoo.com,6028702121,Female,1985-02-14,Kolkata,West Bengal,India,Bronze,2022-12-14,2022-12-14,2022-12-14
2825,Rehan,Gupta,rehan.gupta9414@yahoo.com,8523390819,Male,1982-11-01,Cuttack,Odisha,India,Silver,2026-03-02,2026-03-02,2026-03-02
2826,Mounika,Das,mounika.das8500@outlook.com,8527178643,Female,1957-02-12,Surat,Gujarat,India,Silver,2026-06-19,2026-06-19,2026-06-19
2827,Rehan,Jain,rehan.jain3754@hotmail.com,7019972586,Male,1981-05-07,Mumbai,Maharashtra,India,Silver,2025-03-31,2025-03-31,2025-03-31
2828,Ashwin,Yadav,ashwin.yadav6311@outlook.com,9649892385,Male,2000-12-06,Indore,Madhya Pradesh,India,Bronze,2025-04-18,2025-04-18,2025-04-18
2829,Dhruv,Shetty,dhruv.shetty7499@hotmail.com,6072201156,Male,1999-08-22,Vijayawada,Andhra Pradesh,India,Platinum,2025-06-04,2025-06-04,2025-06-04
2830,Sushmita,Bhat,sushmita.bhat2390@yahoo.com,6108283786,Female,1965-07-17,Thiruvananthapuram,Kerala,India,Platinum,2023-05-08,2023-05-08,2023-05-08
2831,Arjun,Kulkarni,arjun.kulkarni5740@yahoo.com,9528523784,Male,1958-08-03,Chennai,Tamil Nadu,India,Silver,2025-10-02,2025-10-02,2025-10-02
2832,Sneha,Shetty,sneha.shetty958@gmail.com,8836239218,Female,1993-09-07,Vadodara,Gujarat,India,Platinum,2023-12-18,2023-12-18,2023-12-18
2833,Madhuri,Jain,madhuri.jain5011@yahoo.com,7317641627,Female,1966-09-20,Coimbatore,Tamil Nadu,India,Platinum,2022-08-16,2022-08-16,2022-08-16
2834,Sangeetha,Mishra,sangeetha.mishra6583@outlook.com,8434970568,Female,1995-01-16,Hubli,Karnataka,India,Gold,2024-12-17,2024-12-17,2024-12-17
2835,Diya,Kulkarni,diya.kulkarni2634@outlook.com,6476112998,Female,1987-11-01,New Delhi,Delhi,India,Gold,2024-12-19,2024-12-19,2024-12-19
2836,Niharika,Pandey,niharika.pandey4561@yahoo.com,9902382818,Female,1962-03-09,Salem,Tamil Nadu,India,Gold,2023-05-04,2023-05-04,2023-05-04
2837,Ankit,Yadav,ankit.yadav1217@outlook.com,9080641146,Male,1975-06-18,Lucknow,Uttar Pradesh,India,Bronze,2023-08-13,2023-08-13,2023-08-13
2838,Jyothi,Verma,jyothi.verma5563@gmail.com,7775123244,Female,1962-10-21,Mangalore,Karnataka,India,Silver,2024-02-19,2024-02-19,2024-02-19
2839,Vivek,Patel,vivek.patel2232@yahoo.com,8188896570,Male,1989-01-21,Kanpur,Uttar Pradesh,India,Gold,2025-11-20,2025-11-20,2025-11-20
2840,Ajay,Rao,ajay.rao8176@gmail.com,8442906280,Male,1997-05-21,Delhi,Delhi,India,Gold,2023-11-03,2023-11-03,2023-11-03
2841,Pooja,Agarwal,pooja.agarwal4187@outlook.com,9469430059,Female,1975-12-22,Hyderabad,Telangana,India,Bronze,2022-07-19,2022-07-19,2022-07-19
2842,Raghav,Mishra,raghav.mishra628@yahoo.com,7591965349,Male,1994-03-26,Ranchi,Jharkhand,India,Gold,2022-09-21,2022-09-21,2022-09-21
2843,Rehan,Bhat,rehan.bhat2365@gmail.com,7038157140,Male,1983-01-02,Kanpur,Uttar Pradesh,India,Silver,2024-08-30,2024-08-30,2024-08-30
2844,Sana,Joshi,sana.joshi6123@gmail.com,9424118508,Female,2007-08-02,Cuttack,Odisha,India,Gold,2024-06-13,2024-06-13,2024-06-13
2845,Vikram,Bhat,vikram.bhat297@yahoo.com,9783155998,Male,2002-03-05,Ahmedabad,Gujarat,India,Bronze,2024-09-21,2024-09-21,2024-09-21
2846,Revathi,Mehta,revathi.mehta7684@outlook.com,6768708753,Female,1959-08-27,Hyderabad,Telangana,India,Silver,2025-08-02,2025-08-02,2025-08-02
2847,Latha,Verma,latha.verma8291@outlook.com,7540295669,Female,1979-09-06,Hubli,Karnataka,India,Bronze,2025-02-11,2025-02-11,2025-02-11
2848,Archana,Pandey,archana.pandey2936@yahoo.com,6011337084,Female,1995-01-17,Mumbai,Maharashtra,India,Gold,2025-06-21,2025-06-21,2025-06-21
